"","id","Cycle","id.1","id.2","value.0.1","value.0.2","BWH","BWD","BWA","IWH","IWD","IWA","LBH","LBD","LBA","BSH","BSD","BSA","value.1","value.2","value.3","value.4","value.5","value.6","value.7","value.8","value.9","value.10","Result"
"11",7819,"1",8697,8178,-1.7394929906917,1.20936058973894,1.95,3.3,3.55,2,3.2,3.3,2,3.6,3.5,2.05,3.25,3.25,0.117756457730622,-3.54882909519422,0.148103521166892,-1.27661284323173,-7.78455979422773,5.47465752134045,50.9846199812291,-0.264643391280124,-0.0372778523405647,-0.256148462810587,"-1"
"12",7820,"1",8177,9904,4.64259523013568,0.0679607181809843,1.8,3.25,4.2,1.9,3.2,3.6,1.8,3.4,3.6,1.8,3.4,4,-0.595665417819393,-29.5784375052461,1859.16377026666,2.14653602750833,7.24922932166773,-11.0349943216004,-4.35411228608166,-0.999753794487385,-0.0790790929561069,0.385775618564837,"1"
"13",7821,"1",8721,9788,4.91998537866153,0.492641137680039,1.45,4,6.25,1.45,3.9,6,1.53,3.8,6.5,1.5,3.75,6,0.982617942444045,35.843506906479,10.1049608897305,-1.92345106241071,-7.56455659031759,-7.60687910853253,0.520508815971148,-0.375668107226175,0.00112699439043275,-0.708419200903432,"1"
"14",7822,"1",9810,9823,0.346559551043739,2.17137771169655,5.45,3.7,1.55,4.8,3.6,1.6,5.5,3.5,1.53,5.5,3.75,1.53,0.283850226160738,12.7570673800655,42.9844131431983,3.03491499799888,-1.91299793134194,7.83894619957996,52.3282728205889,-0.933077488684252,0.108122884446532,0.863130508450215,"-1"
"15",7823,"1",9912,8398,0.649446063990029,-0.0867223334498703,1.9,3.25,3.75,1.9,3.2,3.6,1.91,3.4,4,1.91,3.3,3.6,-0.108057780849836,29.382117954761,3.3334487685647,3.79662701606057,5.76654506450197,10.3937198754989,6.51151988046633,0.253651079003415,0.005959652241204,-0.998449236332741,"0"
"16",7824,"1",8722,9789,0.522165024703971,0.805952567141503,2.65,3.2,2.45,2.5,3.1,2.6,2.4,3.25,2.5,2.5,3.2,2.6,-0.0897463038406166,-7.99504359381574,0.965820007003427,0.574704053939674,6.15710740619185,-7.33857461316607,3.54140910797205,0.995870155920852,0.0671004498299528,-0.461927966793313,"-1"
"17",7825,"1",9911,8226,1.45353549550762,4.10192720917985,3.2,3.25,2.1,2.7,3.2,2.3,3.1,3.5,2.2,2.88,3.25,2.25,0.823537666992494,5.09604285937006,0.551222654765248,-0.605637391265541,-5.65093044094446,-5.48767597102006,401.215995375166,-0.870805829450283,0.00143196734428148,0.0168315956417385,"-1"
"18",7826,"1",8295,10189,-0.627579636917007,3.11840235488489,3.75,3.25,1.9,3.3,3.2,2,4,3.4,1.91,3.6,3.3,1.91,0.950213460980705,0.743744226076183,0.239937959177245,1.27644119443516,-8.58108001841962,-2.63971845781884,400.942661872938,0.487408945862537,-0.0547154930332168,0.916233782923404,"-1"
"19",7827,"1",9823,9912,3.93224033698597,1.35212125722319,1.15,6.8,12,1.17,5.7,12,1.2,5,11,1.17,6,13,-0.997554734464758,-0.780694608944279,21.6402217138326,1.76980909051809,-7.71079186978842,6.64491137714743,5.49612561667558,-0.439655913382344,-0.0122507222753166,0.0327944689280504,"1"
"20",7828,"1",8178,8721,1.17778591126325,0.0305999375414103,1.85,3.25,4,1.8,3.2,4,1.73,3.4,4,1.83,3.4,3.8,-0.0461935447504278,11.9720925131039,30.5836634200762,-0.79875309741465,-2.87922010050128,2.30160517915521,-2.49878367676204,0.890537642864487,0.0249993223873584,-0.838877082293998,"1"
"21",7829,"1",9789,9911,1.52685529836271,-0.368278597714379,1.5,3.8,5.85,1.5,3.8,5.5,1.5,3.5,6,1.57,3.5,5.5,0.298993672006361,-10.7507775198091,0.467545998897682,-3.45804498143827,-5.15458941064952,-8.03098075982385,4.39838964164486,-0.34428959662771,-0.045260645107433,0.580066451459075,"0"
"22",7830,"1",10269,8722,2.56738330597597,2.80840114597231,1.55,3.8,5.25,1.55,3.7,5,1.57,3.5,5,1.57,3.5,5.5,0.545780295190447,-20.5187104803653,0.804543493997893,0.221692236552214,2.44449417633488,-2.48922834241259,399.202511989313,0.479246554130063,0.0100298249341862,-0.710219171759048,"-1"
"23",7831,"1",8697,8177,8.22514966094522,1.09442647756077,1.7,3.4,4.6,1.8,3.2,4,1.67,3.4,4,1.7,3.4,4.5,-0.906134998538882,-16.4937142479615,1848.66590401146,0.880428635230821,-2.89445069880562,-1.95796437791471,5.37272362120516,-0.922586688957061,0.0438440607114528,0.233887766790652,"1"
"24",7832,"1",8398,10189,-0.464532629537733,1.92215667571872,4.8,3.3,1.7,4,3.2,1.8,4,3.4,1.73,4.5,3.4,1.7,0.742711539689794,3.29668926388791,1.26471381204805,3.46150759036157,4.90782676048646,7.00132055333725,51.9479403675335,-0.349770285615341,-0.0260934892145852,-0.999469731094253,"-1"
"25",7833,"1",9904,9790,2.9000421906711,1.49322090041824,3.1,3.2,2.15,3.1,3.2,2.1,2.8,3.2,2.2,3,3.2,2.2,-0.89032517988923,2.10991386686141,60.1853035313445,-2.21754227250782,5.45282064060839,5.52243341171264,-1.74089264454654,0.972572296994124,-0.00653885181544871,-0.150898063301091,"1"
"26",7834,"1",9788,9810,-2.69464157105806,1.49596833647229,2.05,3.25,3.3,2.1,3.2,3.1,2.1,3.2,3,2,3.25,3.4,0.77564888420461,32.7767053346044,1.7693660149275,0.796692508243829,-0.994718814731471,0.672121427262082,52.6461465340944,0.906121762490113,0.0277703448438953,-0.956564596374875,"-1"
"27",7835,"1",8226,8295,4.70877675901963,1.40810683974996,1.45,4,6.25,1.45,3.9,6,1.44,3.6,6.5,1.44,4,6.5,-0.51997043042016,2.47991022179697,4.68877571742697,2.03926845576196,2.4329773485333,-8.46488575980607,3.29689969584086,-0.518419363717621,-0.0106160357176069,0.272971836674565,"1"
"28",7836,"1",9790,9789,1.01549153885948,0.0651706531643867,1.85,3.25,4,1.9,3.2,3.6,1.73,3.4,4,1.83,3.4,4,-0.808444679810941,-10.6268301809871,42.9388716527439,-1.47834227524667,9.23953803394136,7.63621361990676,5.88628607049399,-0.764211184178401,0.00695772077408191,0.379639574604477,"1"
"29",7837,"1",8177,8226,1.90775428283153,1.30284010455944,2.75,3.25,2.35,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.3,2.6,0.0436859823071742,-3.3630635148688,0.952838472324284,0.174080522084147,-6.32151558671843,6.2696875532837,-2.92400381816189,0.41170577265149,0.0811358447643386,0.0418917473803865,"1"
"30",7838,"1",10189,9823,4.03915440947159,3.12763781915419,2.65,3.2,2.45,2.6,3,2.6,2.6,3.2,2.38,2.7,3.2,2.5,0.965069765196839,-29.8473210253147,0.290362164095094,2.91719448707298,3.00341629948934,-2.13923567074199,52.0631933869351,-0.747917275143654,0.00380770582414269,0.975749499208848,"-1"
"31",7839,"1",8721,8398,3.88646841826944,1.14740311587229,1.25,5,10,1.33,4.2,8,1.29,4.33,9,1.29,4.75,10,-0.53611343577348,15.3834031122947,108.769672127562,-0.33313133160706,-3.44468556567301,-8.08097972811024,-0.500404853414813,-0.927095370844903,0.0551358535371137,0.956609143929985,"1"
"32",7840,"1",9810,10269,-0.196268225364239,2.4419815344736,3,3.2,2.2,2.5,3.2,2.5,2.75,3.2,2.25,2.75,3.25,2.4,0.975099242972753,1.03045809449262,0.0799135824558283,-1.78490226126915,0.110496118880742,-5.06974194034654,49.7552930699805,-0.606849327670471,0.0357516034626753,-0.650799632275992,"0"
"33",7841,"1",9912,9788,1.26702215558624,2.86867046472616,2.1,3.2,3.25,2.1,3.1,3.2,2,3.2,3.2,2.2,3.2,3.1,0.699961239943176,20.2799145822323,3.17590131269675,1.01810571266729,-4.05680055901765,-4.1049030904844,50.3027902451383,-0.372480017435222,0.0510847091665524,0.407967441536437,"-1"
"34",7842,"1",8722,9904,-0.469347557761151,0.421762805664912,2.2,3.2,3,2.2,3.1,3,2.1,3.2,3,2.2,3.25,3.3,0.948732922219482,-8.48075399265811,6.30441962377344,-0.823692545667945,3.18410950377361,-10.045800591006,4.7007056711158,0.795815029574726,0.0860319788625401,-0.0172575824084129,"1"
"35",7843,"1",9911,8697,-3.31425401255903,-0.709523405414075,4.3,3.4,1.75,3.6,3.2,1.9,3.75,3.3,1.8,3.8,3.5,1.83,-0.377850458432573,0.959123501036743,3.19494596252471,-1.32201160382132,-2.26840336239703,2.65963907324905,-1.26011213209101,0.885332015520819,0.0323493233589309,0.906809206269872,"0"
"36",7844,"1",8295,8178,2.4418989916859,1.92209304403514,4.8,3.3,1.7,3.9,3.3,1.8,4,3.4,1.73,5,3.5,1.67,0.825778860621305,12.667501166928,41.6865428814665,-0.369286002198028,-3.47224161927936,6.44880469409887,401.101180381944,0.70186615163254,-0.0669638453282451,-0.0492560801819505,"0"
"37",7845,"1",8178,10189,0.515083417603966,1.77082671807148,2.15,3.2,3.1,2.2,3.2,2.9,2.1,3.2,3,2.1,3.25,3.2,0.936116378206011,28.7396692610035,171.818805631895,2.17271849028074,-5.41430287312549,5.95121527240279,4.31904626827525,0.976580318633385,0.0850649780943622,0.247356065320668,"1"
"38",7846,"1",9789,9810,5.7505333741797,-0.575967859709635,1.55,3.5,5.9,1.65,3.5,4.5,1.67,3.4,4.33,1.67,3.5,4.75,-0.674125840674817,33.6593223194136,61.4621785181062,-3.05295423675241,-4.67094194567735,-5.65478827081974,-2.5180126652427,-0.688975713306217,-0.0450790173422271,0.761317241123105,"1"
"39",7847,"1",10269,9912,-1.67043541792545,0.646047924645245,1.3,4.8,8.2,1.4,4,6.5,1.33,4,8,1.36,4.33,7.5,0.80846653989696,-7.25688442887513,1.22882063878176,0.0491352235702142,10.6574690712121,-2.93792912188842,-1.46812489096794,0.576603624331014,-0.132193156830663,0.132195141745164,"0"
"40",7848,"1",8697,8722,2.69920090126548,-0.0493553355336189,1.45,4.1,6,1.45,3.9,6,1.4,3.75,7,1.5,3.75,6.5,-0.982744880174185,-7.41201493556529,5.92870766479267,0.424052820628156,7.52340281135851,6.51472581140177,5.46971779316328,0.204452690748669,-0.113769891574685,-0.199064191772407,"1"
"41",7849,"1",8177,9790,0.561744320821359,0.0716095655225217,2.45,3.2,2.65,2.4,3.1,2.7,2.38,3.2,2.6,2.5,3.2,2.6,0.994988531093436,-29.3169309701742,3.24686848907866,0.284868543292395,-8.22708913092092,-2.34898374748826,4.74020712013546,-0.969820202879944,0.0465640460206794,0.695848042927332,"1"
"42",7850,"1",8398,8295,1.47594511855493,1.32727658911608,2.15,3.2,3.1,2.2,3.2,2.9,2.25,3.2,2.75,2.25,3.3,2.88,0.473514443490732,17.5950867871373,1.43867379632264,1.58266389202544,7.42644054358424,-8.05375145720777,-2.07626674531622,0.493159604601714,0.0435000832008659,0.575413400372684,"1"
"43",7851,"1",9904,9911,3.23384903102436,0.820355806034058,1.8,3.25,4.25,1.8,3.2,4,1.8,3.2,4,1.85,3.3,4.2,0.679929071833049,-3.6533478125655,15.1761217021125,1.24279360976271,5.91243552812122,-1.55973888651467,4.1019752115947,-0.994583291274049,-0.0190429051801181,0.941364291076607,"0"
"44",7852,"1",9788,9823,1.16317134292414,2.12950777099468,6.15,3.7,1.5,5,3.7,1.55,6,3.75,1.44,6,3.8,1.5,0.0282624923580921,-9.71522551088791,50.5319884218318,3.42229691983981,6.23941626003182,8.21289282021187,51.7136765909761,-0.403037248581099,0.0587373002593069,-0.950197564314279,"0"
"45",7853,"1",8226,8721,4.26948763057241,1.01663447590545,1.95,3.3,3.55,1.9,3.3,3.5,2,3.2,3.2,2.05,3.3,3.25,0.998664251358657,5.88887329953538,227.583077728855,3.82000916607503,2.03911215589566,-3.56048520458485,50.4234604134952,-0.451997430667427,-0.0562056615390323,-0.988411086964596,"1"
"46",7854,"1",9823,8398,3.56575065287338,0.180285749956965,1.15,6.8,12,1.17,6,13,1.14,6,12,1.14,6.5,15,0.52828800422507,-17.6910208912297,655.230929232991,1.419150359263,-6.22023202568335,-3.97895008495308,4.29746183594178,-0.469810647670854,0.0768448104333547,0.891446064754453,"1"
"47",7855,"1",9790,8697,1.04675979383313,-0.487880948465317,2.35,3.25,2.75,2.4,3.2,2.6,2.25,3.2,2.75,2.38,3.25,2.7,0.400835588380349,15.9444150117677,22.6626196469731,-1.56468173788176,6.84498590130204,5.32566675794688,2.60094297885957,0.988906486782226,0.0198320987490277,-0.817701246302001,"1"
"48",7856,"1",10189,9788,2.07187080283514,1.9196991706267,1.35,4.4,7.6,1.45,3.7,6.5,1.36,4,7,1.36,4.33,7.5,-0.984670227698139,1.82277389131457,48.2026405193433,-2.00383622817111,-8.34944648226651,-1.43457013156376,4.19214739929309,-0.658916836253035,-0.0429764430715927,0.554788496255151,"1"
"49",7857,"1",8721,10269,3.98158985920639,1.80828576744534,1.9,3.2,3.85,1.9,3.3,3.5,1.91,3.2,3.5,1.83,3.3,4,-0.592142445009289,-14.3499924670057,43.8615329851734,-0.178277961654677,-7.88987062163063,5.20387317285331,4.59354527802445,0.748433988993655,-0.0500017728760538,-0.84408232079739,"1"
"50",7858,"1",9810,9904,4.36965058542687,1.04088069498539,2.35,3.15,2.8,2.2,3.2,2.9,2.1,3.2,3,2.2,3.25,3,-0.497721562162783,15.5623464247909,58.6486028979277,1.42912906386764,-2.39511096086066,7.72739580482985,-2.06265181037172,-0.34629608089967,-0.0406963355539398,-0.998164440563427,"1"
"51",7859,"1",9912,8178,0.776775970124678,1.76630890998058,5,3.4,1.65,4.2,3.3,1.75,4.5,3.3,1.67,4.75,3.5,1.67,0.338555101622976,-18.0006805094377,350.144819318261,0.968765011731948,-3.69694484305439,9.19178860317155,6.76252692991354,0.912179172139326,0.0130819951343931,0.469695524609858,"1"
"52",7860,"1",8722,8226,2.83292647467053,4.16082792542875,3.15,3.25,2.1,2.7,3.2,2.3,2.75,3.25,2.2,2.8,3.4,2.25,-0.222182924046382,-13.5874815038485,30.8902629739723,-2.27736888266895,-1.4548842524104,-3.07598290566527,400.308709472852,0.826542190601709,0.0909670275528779,-0.760590991498835,"-1"
"53",7861,"1",9911,8177,1.94551595130842,4.00051829474978,2.5,3.2,2.5,2.5,3,2.7,2.5,3.25,2.4,2.6,3.2,2.5,0.443368510795533,-27.2786404173415,48.963594099858,1.81070121654457,3.72328385581821,-1.01282447835614,400.742745641979,-0.925379765741888,0.0663390159437612,0.959263524481134,"-1"
"54",7862,"1",8295,9789,-0.481224734724441,-0.403525120811537,3.15,3.15,2.15,3,3.1,2.2,3.3,3.3,2.2,3.4,3.25,2.2,-0.772562079151864,-10.8586688635396,1.52161352442548,0.737225277902268,-5.43421514205352,-4.41312826876036,6.16074954318037,-0.880436307280118,-0.0339595236921042,-0.0350187427875388,"-1"
"55",7863,"1",8178,9823,0.310264854350506,2.45041190669872,2.6,3.25,2.45,2.7,3.2,2.3,2.6,3.2,2.38,2.6,3.25,2.5,0.272071659084636,-19.8617056810162,16.9759794265172,4.80460502216759,-2.59098898821155,-0.95334495787088,51.5150834670789,-0.838594620957155,0.0408713179696433,-0.110813949940555,"-1"
"56",7864,"1",9789,8721,1.31775668159421,0.855843037599698,2.15,3.2,3.1,2.2,3.2,2.9,2.1,3.2,3,2.2,3.3,3,-0.730604696404666,12.8182733773969,3.38384556917547,-2.90081887190629,-1.76014864554465,4.55925812241453,-2.2292328884093,-0.683957462150214,0.0299094409079972,-0.989708029915191,"0"
"57",7865,"1",10269,10189,2.2670137304319,0.923801922239363,2.45,3.2,2.65,2.3,3.2,2.7,2.38,3.25,2.5,2.5,3.2,2.62,0.953775071193002,9.70009573705418,29.474974881946,-3.34939491139099,-8.6199988433945,10.4351841640682,-1.98258966841355,-0.32961330094011,-0.0484899201957405,-0.880978087555931,"1"
"58",7866,"1",8697,9810,5.93366044635283,-0.807548764161766,1.35,4.45,7.5,1.4,4,6.5,1.36,4,7,1.4,4.2,7,0.227843064091697,-1.81429573369331,8.08736579164436,1.19206663464036,4.81950712321163,4.90663893808694,-2.28398197625838,-0.953947228415583,0.0324586639316807,0.889663255148147,"1"
"59",7867,"1",8177,8722,1.87523562117732,2.07531253201887,1.7,3.3,4.8,1.7,3.4,4.3,1.67,3.25,4.5,1.73,3.4,4.5,0.00215339704070455,-22.6839832706965,9.46595517438372,0.100709304987694,4.815202868261,-1.79356188114264,4.52093599501636,-0.785556835148452,-0.00454998411430923,0.56506216258169,"1"
"60",7868,"1",9911,9790,0.35999670242965,0.834016398526728,3.2,3.25,2.1,2.9,3.2,2.2,3,3.2,2.1,3.2,3.25,2.1,0.666788252198686,-9.71478751789207,0.10737306886592,-0.692401266377641,-2.58578460665537,-1.91622178437996,3.5605114490909,0.0479423065711179,-0.0502959608649459,-0.517912202875614,"0"
"61",7869,"1",9904,8295,4.48414784325771,1.41539972578175,1.8,3.25,4.25,1.85,3.2,3.8,1.8,3.3,3.75,1.73,3.4,4.5,0.998712692297847,-28.9397007182828,112.044398713475,4.97572540417358,10.5038962342058,-8.64660628748085,51.5817499439946,0.798448017933639,0.020103769096357,-0.763712885996123,"1"
"62",7870,"1",9788,8398,-0.505690388793236,3.35851432755589,1.9,3.25,3.75,1.85,3.2,3.8,1.83,3.2,3.75,1.83,3.3,4,0.796521543936059,-20.8138766415312,47.9693508713468,5.66421457067716,-0.697642454508296,-4.23567627790357,400.985013894546,-0.854341141658245,-0.109074675068975,-0.945937177754671,"-1"
"63",7871,"1",8226,9912,2.32280651821481,0.0595981164369732,1.3,4.8,8.2,1.37,4.1,7,1.33,4.33,7,1.4,4.2,7,-0.945095290568304,-9.64763210983559,2.11495799242292,2.61569303411902,-0.714530460738294,-0.822629741158856,-2.06841882652911,-0.363133338009206,0.0156253604012819,0.925474940766006,"1"
"64",7872,"1",9823,8226,2.00704262299206,0.59764710557647,1.7,3.65,4.25,1.65,3.5,4.5,1.62,3.75,5.5,1.62,3.8,5.5,0.884577962939638,-12.1623589012118,160.47278426493,2.60385701569969,-6.66957208377514,1.97242740625752,3.24138645775619,0.457314287365415,0.0215611772385557,0.0725054954867087,"1"
"65",7873,"1",10189,8177,4.06387594810537,-1.16815977590159,1.9,3.25,3.8,1.9,3.2,3.6,1.8,3.3,3.75,1.8,3.3,4.5,-0.467575878513719,-9.42146132217787,5.75278028946475,-0.827372498801013,-6.78568055167176,-2.28949549193444,-1.25432965533829,0.815217358217696,-0.00466674950336896,-0.437583292573723,"1"
"66",7874,"1",8721,9904,-0.713261694719926,-0.0230254174675792,1.55,3.75,5.3,1.6,3.6,4.8,1.53,3.5,5.5,1.5,4,6,0.691821086028739,8.36291968363741,9.48292883373994,2.4356950836578,7.10629861775004,4.72842504081489,4.58081404972283,0.381998286688721,0.019545174285981,0.923306590075422,"1"
"67",7875,"1",9810,9911,4.8415482798508,1.11007999372669,2,3.25,3.45,2,3.2,3.3,1.91,3.2,3.5,1.95,3.3,3.75,0.380264942848628,12.1892797524797,7.63645741864044,-0.811482903164741,-9.90436170621342,-6.33147902780707,-2.249843614803,0.778165830513642,0.0207065645270089,-0.950024805698518,"1"
"68",7876,"1",9912,9789,0.479803767801248,-1.44170014397241,3.3,3.15,2.1,2.75,3.1,2.35,2.75,3.25,2.2,2.88,3.3,2.3,0.208932196442516,6.60637018774711,7.15126106733577,-1.75009945516641,1.94864983419058,4.91711411728368,-1.24478440518971,0.995493997201916,0.0745833715757571,-0.999984814584213,"0"
"69",7877,"1",8722,9790,0.669635266167008,1.64521793625318,2.95,3.15,2.25,2.7,3.2,2.3,2.75,3.2,2.25,2.75,3.3,2.4,0.965278304525934,-20.2920863338482,0.207136461200385,0.98341788778873,-0.439052156800464,4.98182127254626,51.7445166971847,-0.4534275071565,0.0134159992499113,-0.242226882793986,"-1"
"70",7878,"1",8398,10269,1.30411074875133,2.11328298901208,3.25,3.2,2.1,3.1,3.2,2.1,3,3.2,2.1,3.3,3.3,2.1,-0.93334854770296,-14.3526618810896,3.01023106966096,0.692381595714376,2.86054357239019,9.12487715945599,400.206032234061,-0.384238264709173,-0.0409304105426656,-0.919775333285866,"-1"
"71",7879,"1",9788,8178,-0.714219454518799,3.86295111151412,4.6,3.4,1.7,3.9,3.3,1.8,4,3.4,1.73,4.33,3.5,1.75,0.92858199705337,-16.5918091084807,0.113868494780962,2.13605078502553,-4.81317728982055,10.1745920100389,402.120667210749,-0.831303068456006,0.0104545291245075,-0.990793701940601,"-1"
"72",7880,"1",8295,8697,-1.00232936940176,-0.248787871794775,4.9,3.45,1.65,4,3.4,1.75,4.33,3.4,1.67,5,3.6,1.67,-0.407662624053833,-0.290225792351769,0.0454883778836663,0.0297529380712748,1.57942739703573,5.04956697276334,-1.2568426756151,-0.999997151590907,0.0111939067027139,0.490895393402514,"1"
"73",7881,"1",8178,8398,-0.550030889734286,0.922252077143639,1.3,4.85,8.05,1.3,4.4,8.5,1.29,4.5,8,1.29,5,10,0.795686394723351,4.01135743627174,68.4260743874966,0.00270469930536155,-9.37142814398546,2.09045456473572,5.33199374068081,-0.979511053374199,-0.0173625895290995,0.798682870997999,"0"
"74",7882,"1",9790,9810,-0.403875925863528,-0.194742277963087,1.4,4.2,6.8,1.45,3.9,6,1.4,3.75,7,1.44,4.2,7,-0.763163950777041,-13.1213567349918,1.82108506627057,2.1781195927394,1.39766624603811,-2.36629209155684,-2.61103319877993,0.999965574237014,-0.0482706534920929,0.814109158715475,"1"
"75",7883,"1",9789,9788,1.62120853707116,1.6546960119158,1.4,4.25,6.7,1.45,3.9,6,1.44,4,8,1.5,4,7,-0.48579004154837,2.16319142346518,12.5426520989469,1.11733103873769,3.03377281771446,-4.50881757409387,3.30562759268386,-0.442433852808573,0.0166650382739245,0.982865882579297,"1"
"76",7884,"1",10269,9823,1.54790487792088,0.771832132712007,3.55,3.3,1.95,3.3,3.2,2,3.2,3.2,2,3.5,3.4,2,0.530084472530995,13.1930276622516,1.78153456298899,2.04732456182469,6.62264022380233,-4.58847307966225,50.2674999570069,-0.975603230872,-0.0164683285663704,-0.204284938125298,"0"
"77",7885,"1",8697,8721,0.127210194928927,0.288022582186386,2.1,3.25,3.2,2,3.2,3.3,1.91,3.25,3.4,2.1,3.4,3.25,0.897212532466368,1.36980687551635,6.89419300207129,-0.290032646901306,4.25301635089343,-5.33532523700616,5.51446515519103,-0.776919390125721,-0.0336761941757132,0.735743520983476,"1"
"78",7886,"1",8177,8295,6.86396584891972,0.991414770483971,1.45,4,6.25,1.5,3.8,5.5,1.44,3.6,6.5,1.53,3.75,6.5,-0.758245656891362,-29.9594247720434,10.1166942093378,1.92413744453039,4.67571839342275,10.6874773189361,-1.66637256279425,-0.642766175557231,0.00935832597817674,-0.796942641959884,"1"
"79",7887,"1",9911,8722,0.972190088094825,0.83234292594716,2.2,3.15,3.05,2.2,3.2,2.9,2.2,3.25,2.75,2.2,3.25,3.2,0.91222502678062,-19.7194237517324,0.50698425108936,0.933981807748034,-0.601163486444673,-2.70328338387703,52.2572997758176,-0.7295266236769,0.0308645235043481,0.986359409787122,"-1"
"80",7888,"1",9904,9912,0.107768154284432,2.19702998409048,1.75,3.25,4.55,1.85,3.2,3.8,1.8,3.3,3.75,1.83,3.4,4.2,-0.178086863255396,16.2167788897758,4.57425877981311,1.68478829799305,2.45747240194902,-2.71554200343499,3.66327640598233,0.998974545006943,-0.0473893081934397,0.9339735989811,"0"
"81",7889,"1",8226,10189,1.40244923630198,2.0188710661605,1.95,3.3,3.55,2,3.2,3.3,2.1,3.2,3,2.2,3.3,3.2,-0.136906139026072,-1.47934983089217,0.903952590534765,0.268536855992349,-7.27529133924537,-7.06793820662825,4.77063303529778,-0.0838723829392658,-0.00691072013567776,0.203091728631448,"0"
"82",7890,"1",9790,9823,2.57538195173468,-1.24170262017287,3.6,3.25,1.95,3.1,3.2,2.1,3.75,3.4,2,3.5,3.3,2.1,0.66660339362229,9.04910933789557,0.226756046750377,-0.987761072849486,11.450767641176,8.83310312330648,-1.2481562144718,0.0951593637422136,-0.00850328063686394,0.104031764141827,"1"
"83",7891,"1",9789,8178,0.993545372416025,-0.143809146480635,2.55,3.2,2.55,2.4,3.2,2.6,2.5,3.3,2.75,2.5,3.2,2.7,-0.212938388244954,10.5776600731631,36.8847939097346,-1.71781832102917,-2.39515092214664,-4.16117904540866,4.40211591670171,0.960957305176916,-0.0258073616676127,-0.700487989975958,"0"
